# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles:u'
# Event count (approx.): 699789103559
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                            
# ........  .......  .................................................  ..................................................................................................................................................................
#
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c6f84
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005f943b
     0.00%  python   libstdc++.so.6.0.32                                [.] _Znam
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6700
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8a9b
     0.00%  python   [unknown]                                          [k] 0xffffffffa9203a81
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a86b6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c76
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001c70
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c5819
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070bc95
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000007597bd
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edfdc
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7a5
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8d61
     0.00%  python   libpython3.11.so.1.0                               [.] PyObject_Free
     0.00%  python   libstdc++.so.6.0.32                                [.] _ZdlPv@plt
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ccc5
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001dd784
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d2f8
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d8734
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d591
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aee6e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6db
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000004459ae
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000017efe
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001eeb80
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001c6e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2504
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000020913f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aa73f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b05e8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c693
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d545
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8aa7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc71
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ae67e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7f7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075978c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001def2b
     0.00%  python   libstdc++.so.6.0.32                                [.] _Znwm
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c61e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000756b6d
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] GOMP_loop_end_nowait
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000021d675
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075979d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000447754
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001c5d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edfe6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd1f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a89d7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f1e03
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b25ae
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ff064
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _npy_parse_arguments
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a07a9
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d32e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000027c539
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075950f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8a08
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b88e2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000236bdf
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cb69
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001c9d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8959
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d415
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000057b46e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ca91
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeab9
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c62f
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000018dd0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2a5d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7c6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8dc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ae534
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b623d
     0.00%  python   [unknown]                                          [k] 0xffffffffa903d114
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005f7641
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001abfd2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000023c07c
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c536
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9ff20
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6a3
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000002bf622
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000004465ec
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f7d2f1
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075a152
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee0dd
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_DescrFromType
     0.00%  python   libc.so.6                                          [.] __parse_one_specmb
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001fe234
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea51
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f6d98
     0.00%  python   libpython3.11.so.1.0                               [.] _Py_HashPointer
     0.00%  python   libpython3.11.so.1.0                               [.] _PyUnicode_ToLowercase
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6323
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000756b43
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd88
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005784a1
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000258f24
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6602
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000231368
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c81d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000210540
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000057b3fc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c47e5
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7d7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efdac
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9ff10
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efbb2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000446618
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a24b5
     0.00%  python   libc.so.6                                          [.] __libc_calloc
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea3e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f6d73
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee19d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea20
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeb88
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8895
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d0e57
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b2853
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ab102
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cde2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a564b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a25f7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d580
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d12d6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c920
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b24c2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c9150
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ff060
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2e96
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a24f7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001cb8c5
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001634
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a326
     0.00%  python   [unknown]                                          [k] 0xffffffffa9393889
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea34
